Recency,Frequency,MonetaryValue,rfm_segment
39,23,325.91,Loyal Customer
184,12,199.15,Lost Customer
1,47,1106.53,Top Recent Customer
228,24,413.46,Lost Customer
128,10,180.85,Customer Needed Attention
40,11,251.87,Loyal Customer
31,166,3167.73,Champion
197,26,582.9,Lost Customer
9,298,15357.78,Champion
37,117,1774.62,Champion
64,64,1260.44,Top Customer Needed Attention
43,379,10183.82,Champion
50,11,214.32,Loyal Customer
43,12,193.44,Loyal Customer
53,14,281.42,Customer Needed Attention
187,8,124.57,Lost Customer
334,19,332.41,Lost Customer
4,20,342.45,Recent Customer
10,9,144.91000000000003,Recent Customer
24,19,328.4,Loyal Customer
15,2,35.400000000000006,Recent Customer
366,13,345.89000000000004,Lost Customer
106,72,473.14,Customer Needed Attention
60,8,151.65,Customer Needed Attention
29,28,481.35,Loyal Customer
141,11,207.73999999999998,Customer Needed Attention
23,128,797.3199999999999,Top Loyal Customer
22,139,2761.4900000000002,Champion
77,7,680.02,Top Customer Needed Attention
5,289,7066.31,Champion
64,123,2023.47,Champion
12,156,846.62,Top Recent Customer
25,6,0.0,Loyal Customer
31,174,1491.43,Top Loyal Customer
67,1,432.0,Customer Needed Attention
67,39,705.12,Top Customer Needed Attention
187,37,272.48,Lost Customer
38,26,429.84000000000003,Loyal Customer
15,96,450.41,Recent Customer
35,36,192.32999999999998,Loyal Customer
195,135,1578.67,Top Lost Customer
2,186,742.43,Top Recent Customer
1,99,489.49,Recent Customer
367,45,145.93,Lost Customer
65,62,202.27,Customer Needed Attention
299,44,213.03,Lost Customer
26,158,436.68,Loyal Customer
8,123,1271.06,Top Recent Customer
12,82,187.6900000000001,Recent Customer
116,44,1706.88,Top Customer Needed Attention
29,56,363.2,Loyal Customer
4,665,3653.75,Champion
5,200,3020.65,Champion
82,86,559.59,Customer Needed Attention
29,140,928.76,Top Loyal Customer
64,19,364.14,Customer Needed Attention
4,545,1508.96,Top Recent Customer
23,104,2508.87,Champion
290,8,113.44,Lost Customer
36,30,183.76,Loyal Customer
9,57,621.6800000000001,Recent Customer
24,136,562.41,Loyal Customer
277,9,391.52,Lost Customer
50,130,1043.34,Top Loyal Customer
156,326,2592.25,Top Lost Customer
61,55,154.18,Customer Needed Attention
12,650,6488.3,Champion
21,87,722.64,Top Loyal Customer
371,14,230.25,Lost Customer
116,6,543.05,Customer Needed Attention
80,208,2748.6,Champion
4,77,1295.39,Top Recent Customer
26,53,378.89,Loyal Customer
5,886,4554.87,Champion
53,48,150.23000000000002,Customer Needed Attention
1,49,530.08,Recent Customer
55,61,931.03,Top Customer Needed Attention
26,56,261.9,Loyal Customer
9,236,1878.43,Champion
52,305,3049.88,Champion
13,279,1878.51,Champion
212,33,816.73,Top Lost Customer
22,249,4345.5,Champion
236,21,406.48,Lost Customer
139,19,435.02,Customer Needed Attention
4,61,1161.27,Top Recent Customer
57,42,1178.56,Top Customer Needed Attention
123,87,1262.75,Top Customer Needed Attention
109,16,167.61,Customer Needed Attention
30,1,20.8,Loyal Customer
1,54,2085.08,Top Recent Customer
185,26,493.67,Lost Customer
9,18,292.34,Recent Customer
239,16,416.64,Lost Customer
87,7,117.35000000000001,Customer Needed Attention
39,101,507.05,Loyal Customer
116,14,234.17,Customer Needed Attention
187,7,110.55000000000001,Lost Customer
227,26,201.19,Lost Customer
8,31,2148.47,Top Recent Customer
189,21,319.02,Lost Customer
4,31,439.43,Recent Customer
39,42,650.41,Top Loyal Customer
3,42,232.20999999999998,Recent Customer
267,2,251.51999999999998,Lost Customer
78,39,344.33,Customer Needed Attention
4,91,1809.05,Top Recent Customer
255,81,1028.46,Top Lost Customer
61,22,384.06,Customer Needed Attention
13,144,1894.82,Champion
78,411,4370.59,Champion
17,121,5461.62,Champion
30,3,1873.2,Top Loyal Customer
3,128,1616.8,Champion
5,7,126.12,Recent Customer
7,12,1133.25,Top Recent Customer
219,1,179.0,Lost Customer
11,95,1601.8600000000001,Top Recent Customer
372,1,-1.25,Lost Customer
30,41,1427.46,Top Loyal Customer
288,12,702.0,Top Lost Customer
150,6,287.02000000000004,Lost Customer
23,23,484.82,Loyal Customer
1,169,3989.57,Champion
73,50,1487.78,Top Customer Needed Attention
46,43,1312.1399999999999,Top Loyal Customer
5,44,781.78,Top Recent Customer
51,53,877.4300000000001,Top Customer Needed Attention
17,12,185.46,Recent Customer
30,15,270.9,Loyal Customer
8,73,562.6800000000001,Recent Customer
29,214,1838.6100000000001,Champion
3,268,8574.11,Champion
41,16,920.1,Top Loyal Customer
11,228,1258.08,Top Recent Customer
31,7,71.0,Loyal Customer
45,3,95.85,Loyal Customer
61,9,357.77,Customer Needed Attention
185,4,154.82999999999998,Lost Customer
79,150,835.86,Top Customer Needed Attention
111,2,716.0,Top Customer Needed Attention
64,11,146.87,Customer Needed Attention
12,22,380.35,Recent Customer
86,28,1030.14,Top Customer Needed Attention
16,32,734.5699999999999,Top Recent Customer
246,32,388.33,Lost Customer
78,77,1253.22,Top Customer Needed Attention
30,22,112.4,Loyal Customer
138,15,449.73,Customer Needed Attention
27,70,1055.69,Top Loyal Customer
3,97,1036.58,Top Recent Customer
32,102,1735.18,Champion
9,10,897.4300000000001,Top Recent Customer
113,22,339.44,Customer Needed Attention
157,22,642.02,Lost Customer
85,65,1100.9,Top Customer Needed Attention
115,48,864.32,Top Customer Needed Attention
3,321,5589.83,Champion
96,308,3185.64,Champion
194,42,240.89000000000001,Lost Customer
28,83,399.09,Loyal Customer
129,14,496.38,Customer Needed Attention
28,84,1353.83,Top Loyal Customer
82,62,1179.89,Top Customer Needed Attention
30,514,3080.39,Champion
266,5,234.24,Lost Customer
74,101,5116.13,Champion
314,70,529.4300000000001,Lost Customer
9,82,1421.59,Top Recent Customer
59,61,855.45,Top Customer Needed Attention
143,1,-112.35,Customer Needed Attention
12,297,4531.34,Champion
28,154,2655.2200000000003,Champion
114,62,304.24,Customer Needed Attention
9,148,2385.48,Champion
18,174,1446.09,Top Loyal Customer
18,80,813.77,Top Loyal Customer
36,25,841.0799999999999,Top Loyal Customer
36,28,378.2,Loyal Customer
78,2,118.80000000000001,Customer Needed Attention
22,9,285.5,Loyal Customer
25,63,288.91,Loyal Customer
33,81,2003.85,Top Loyal Customer
109,52,1405.78,Top Customer Needed Attention
35,149,2747.9900000000002,Champion
123,188,1550.8,Top Customer Needed Attention
7,96,2050.08,Top Recent Customer
28,115,1991.01,Champion
4,62,1972.55,Top Recent Customer
3,198,3802.81,Champion
50,124,1774.03,Champion
318,15,270.20000000000005,Lost Customer
22,77,1088.2,Top Loyal Customer
9,52,992.6800000000001,Top Recent Customer
2,213,937.92,Top Recent Customer
18,65,971.74,Top Loyal Customer
10,42,1621.73,Top Recent Customer
262,1,25.5,Lost Customer
159,90,665.78,Top Lost Customer
33,419,10362.48,Champion
29,120,865.9300000000001,Top Loyal Customer
165,12,163.29999999999998,Lost Customer
47,29,231.61,Loyal Customer
6,131,739.72,Top Recent Customer
8,43,806.9000000000001,Top Recent Customer
288,9,116.19999999999999,Lost Customer
318,10,157.02,Lost Customer
3,38,593.61,Recent Customer
233,18,307.46,Lost Customer
119,7,138.32,Customer Needed Attention
162,9,345.29999999999995,Lost Customer
185,31,294.24,Lost Customer
50,35,230.5,Loyal Customer
152,250,976.55,Top Lost Customer
335,14,157.09,Lost Customer
5,134,2463.17,Champion
16,27,4892.240000000001,Top Recent Customer
107,23,413.2,Customer Needed Attention
16,52,1139.73,Top Recent Customer
276,24,380.5,Lost Customer
16,486,10567.87,Champion
247,18,454.12,Lost Customer
239,15,579.0,Lost Customer
1,48,984.57,Top Recent Customer
106,35,749.78,Top Customer Needed Attention
23,85,1679.64,Top Loyal Customer
52,9,124.88,Customer Needed Attention
195,16,1503.5,Top Lost Customer
24,14,213.78,Loyal Customer
75,23,329.34,Customer Needed Attention
18,20,251.70000000000002,Loyal Customer
8,15,306.55,Recent Customer
32,67,1266.97,Top Loyal Customer
22,102,1534.73,Top Loyal Customer
31,229,3518.03,Champion
29,105,1707.21,Champion
22,5,293.1,Loyal Customer
33,145,2466.4,Champion
284,10,158.68,Lost Customer
39,14,189.49,Loyal Customer
50,60,816.88,Top Loyal Customer
289,16,224.91,Lost Customer
75,16,313.26,Customer Needed Attention
5,87,3755.65,Top Recent Customer
218,4,59.9,Lost Customer
44,64,1430.94,Top Loyal Customer
202,15,306.13,Lost Customer
178,80,711.79,Top Lost Customer
56,128,768.32,Top Customer Needed Attention
57,23,239.92000000000002,Customer Needed Attention
8,76,3286.9100000000003,Top Recent Customer
47,2,144.0,Loyal Customer
227,10,203.95,Lost Customer
11,89,2275.58,Top Recent Customer
106,60,383.75,Customer Needed Attention
59,20,249.74,Customer Needed Attention
28,236,2093.68,Champion
36,35,1674.46,Top Loyal Customer
274,29,262.62,Lost Customer
30,29,1013.01,Top Loyal Customer
24,96,692.22,Top Loyal Customer
54,38,289.78,Customer Needed Attention
36,148,3560.08,Champion
169,67,1352.91,Top Lost Customer
54,13,384.08,Customer Needed Attention
53,7,204.24,Customer Needed Attention
27,213,2299.67,Champion
253,4,226.85,Lost Customer
40,164,2741.08,Champion
60,102,974.12,Top Customer Needed Attention
234,9,113.5,Lost Customer
4,271,1951.97,Champion
32,25,114.23,Loyal Customer
24,467,3187.55,Champion
7,62,334.48,Recent Customer
65,27,328.65,Customer Needed Attention
310,48,416.89,Lost Customer
309,21,393.49,Lost Customer
19,47,939.32,Top Loyal Customer
16,208,1906.09,Champion
96,47,318.76,Customer Needed Attention
264,73,3466.67,Top Lost Customer
12,536,3078.22,Champion
3,35,417.77,Recent Customer
35,25,190.88,Loyal Customer
183,14,149.89000000000001,Lost Customer
25,29,550.06,Loyal Customer
13,105,916.13,Top Recent Customer
11,19,314.69,Recent Customer
3,555,3719.1,Champion
313,16,379.95,Lost Customer
108,40,1135.04,Top Customer Needed Attention
1,394,8491.75,Champion
53,31,954.9,Top Customer Needed Attention
205,9,171.45,Lost Customer
15,54,280.09000000000003,Recent Customer
120,69,318.65,Customer Needed Attention
4,56,381.97,Recent Customer
363,37,269.83,Lost Customer
117,86,348.91,Customer Needed Attention
18,18,178.26,Loyal Customer
5,111,271.19,Recent Customer
41,74,291.48,Loyal Customer
107,16,240.0,Customer Needed Attention
148,116,581.23,Lost Customer
52,12,1253.3600000000001,Top Customer Needed Attention
208,23,63.440000000000005,Lost Customer
139,122,550.01,Customer Needed Attention
2,73,296.58,Recent Customer
127,37,317.2,Customer Needed Attention
108,6,763.64,Top Customer Needed Attention
42,116,2144.53,Champion
35,25,107.82,Loyal Customer
228,69,1065.3500000000001,Top Lost Customer
241,15,246.04,Lost Customer
58,9,187.82999999999998,Customer Needed Attention
130,89,1685.46,Top Customer Needed Attention
60,293,1636.58,Champion
22,44,151.37,Loyal Customer
26,122,1049.06,Top Loyal Customer
9,140,1417.63,Top Recent Customer
32,105,922.77,Top Loyal Customer
4,96,513.01,Recent Customer
308,1,550.8000000000001,Lost Customer
8,132,1854.06,Champion
29,68,547.0,Loyal Customer
17,49,128.18,Recent Customer
101,30,498.42,Customer Needed Attention
12,55,656.61,Top Recent Customer
21,59,163.24,Loyal Customer
15,81,1119.93,Top Recent Customer
361,53,250.04,Lost Customer
11,69,8600.73,Top Recent Customer
365,1,-152.64000000000001,Lost Customer
95,12,82.75,Customer Needed Attention
78,55,1384.85,Top Customer Needed Attention
139,14,644.3,Top Customer Needed Attention
18,28,2288.13,Top Loyal Customer
25,136,2514.76,Champion
1,485,6193.43,Champion
46,11,2524.02,Top Loyal Customer
100,73,1200.6200000000001,Top Customer Needed Attention
8,99,657.16,Top Recent Customer
15,199,894.44,Top Recent Customer
18,49,986.48,Top Loyal Customer
280,6,96.8,Lost Customer
14,33,523.11,Recent Customer
23,6,363.9,Loyal Customer
124,1,175.2,Customer Needed Attention
86,28,494.25,Customer Needed Attention
301,12,306.6,Lost Customer
151,526,1897.51,Top Lost Customer
17,725,6461.79,Champion
94,9,243.36,Customer Needed Attention
9,424,11891.18,Champion
157,157,682.29,Top Lost Customer
355,17,193.64,Lost Customer
46,31,157.62,Loyal Customer
15,83,519.6899999999999,Recent Customer
4,486,2557.9,Champion
86,1,228.96,Customer Needed Attention
15,213,1156.6,Top Recent Customer
179,8,98.25,Lost Customer
8,71,1251.44,Top Recent Customer
36,27,587.15,Loyal Customer
129,8,1740.0,Top Customer Needed Attention
51,16,1393.06,Top Customer Needed Attention
312,19,178.22,Lost Customer
24,44,384.39,Loyal Customer
303,58,360.81,Lost Customer
11,15,127.86,Recent Customer
17,125,568.24,Recent Customer
49,29,488.2,Loyal Customer
239,35,312.23,Lost Customer
1,409,4437.23,Champion
13,465,4767.36,Champion
238,33,167.55,Lost Customer
23,124,1315.72,Top Loyal Customer
73,33,446.18,Customer Needed Attention
17,86,418.4,Recent Customer
41,251,1337.18,Top Loyal Customer
40,57,646.92,Top Loyal Customer
219,28,495.77,Lost Customer
190,71,372.5,Lost Customer
71,24,203.2,Customer Needed Attention
24,405,3883.32,Champion
11,78,389.71999999999997,Recent Customer
9,110,20272.43,Champion
65,2,65.4,Customer Needed Attention
4,49,193.39000000000001,Recent Customer
19,15,336.4,Loyal Customer
15,45,256.11,Recent Customer
8,28,2686.42,Top Recent Customer
20,76,746.81,Top Loyal Customer
78,15,1259.56,Top Customer Needed Attention
1,224,31300.079999999998,Champion
164,3,508.8,Lost Customer
307,56,417.27,Lost Customer
219,4,203.86999999999998,Lost Customer
39,27,7330.8,Top Loyal Customer
22,89,681.41,Top Loyal Customer
115,38,653.38,Top Customer Needed Attention
126,206,2097.84,Champion
5,59,2633.85,Top Recent Customer
36,32,263.92,Loyal Customer
4,201,30300.82,Champion
1,94,967.22,Top Recent Customer
330,114,1912.72,Top Lost Customer
163,2,32.65,Lost Customer
185,13,771.85,Top Lost Customer
16,64,1214.72,Top Recent Customer
12,43,748.94,Top Recent Customer
3,66,1258.06,Top Recent Customer
44,6,778.0,Top Loyal Customer
80,14,507.84,Customer Needed Attention
30,271,6838.34,Champion
42,30,463.46000000000004,Loyal Customer
11,208,4200.97,Champion
50,30,598.83,Loyal Customer
16,135,1853.1299999999999,Champion
45,28,663.63,Top Loyal Customer
19,43,759.17,Top Loyal Customer
4,272,5022.26,Champion
72,2,100.8,Customer Needed Attention
1,343,17078.45,Champion
121,42,512.12,Customer Needed Attention
33,14,265.76,Loyal Customer
313,43,403.3,Lost Customer
18,48,365.76,Loyal Customer
88,54,303.15999999999997,Customer Needed Attention
2,138,2333.42,Champion
2,9,216.29999999999998,Recent Customer
247,19,378.3,Lost Customer
148,8,177.1,Lost Customer
29,140,2210.2599999999998,Champion
220,1,534.24,Lost Customer
148,135,2940.04,Top Lost Customer
177,9,120.9,Lost Customer
40,36,541.53,Loyal Customer
145,1,-4287.63,Lost Customer
2,278,2503.21,Champion
8,350,187322.17,Champion
1,107,1648.95,Champion
18,19,486.71999999999997,Loyal Customer
192,61,517.53,Lost Customer
204,8,131.7,Lost Customer
365,17,249.86,Lost Customer
127,19,1737.7,Top Customer Needed Attention
15,54,316.5,Recent Customer
43,111,657.3,Top Loyal Customer
79,37,452.63,Customer Needed Attention
23,106,735.82,Top Loyal Customer
51,28,662.94,Top Customer Needed Attention
16,212,1860.81,Champion
158,9,289.96000000000004,Lost Customer
10,41,763.28,Top Recent Customer
10,5,137.0,Recent Customer
16,90,1843.06,Top Recent Customer
45,78,1125.07,Top Loyal Customer
191,174,697.54,Top Lost Customer
79,14,194.37,Customer Needed Attention
74,31,506.51,Customer Needed Attention
4,83,1249.34,Top Recent Customer
65,21,414.04,Customer Needed Attention
261,24,396.87,Lost Customer
59,29,376.64,Customer Needed Attention
1,86,1926.8799999999999,Top Recent Customer
1,110,3541.92,Champion
248,12,374.57,Lost Customer
8,27,497.56,Recent Customer
359,10,271.05,Lost Customer
76,17,272.22,Customer Needed Attention
290,40,622.88,Lost Customer
17,5,1138.0,Top Recent Customer
221,18,288.6,Lost Customer
9,28,689.1,Top Recent Customer
3,38,558.96,Recent Customer
206,140,2745.2799999999997,Top Lost Customer
162,52,1145.84,Top Lost Customer
70,16,294.29,Customer Needed Attention
262,88,605.58,Lost Customer
281,22,387.31,Lost Customer
58,367,6069.24,Champion
25,20,308.48,Loyal Customer
3,1076,88125.38,Champion
29,106,2920.04,Champion
72,6,513.2,Customer Needed Attention
128,40,208.65,Customer Needed Attention
31,87,639.02,Loyal Customer
15,135,764.88,Top Recent Customer
309,11,153.94,Lost Customer
17,83,1839.07,Top Recent Customer
54,30,546.81,Customer Needed Attention
24,46,721.9599999999999,Top Loyal Customer
2,73,1070.71,Top Recent Customer
11,33,652.74,Top Recent Customer
361,6,145.0,Lost Customer
360,9,422.70000000000005,Lost Customer
1,23,706.7,Top Recent Customer
54,49,888.86,Top Customer Needed Attention
1,260,3540.1,Champion
1,390,2367.12,Champion
121,15,293.45,Customer Needed Attention
54,9,223.36,Customer Needed Attention
280,13,164.4,Lost Customer
177,3,76.5,Lost Customer
30,74,887.67,Top Loyal Customer
26,9,98.42,Loyal Customer
9,26,570.4,Recent Customer
270,25,170.75,Lost Customer
43,141,642.32,Loyal Customer
372,2,-11.8,Lost Customer
218,17,-141.48,Lost Customer
24,6,148.86,Loyal Customer
197,42,267.16,Lost Customer
359,39,290.34,Lost Customer
43,51,909.96,Top Loyal Customer
130,2,1487.6,Top Customer Needed Attention
1,88,1952.45,Top Recent Customer
20,105,480.31,Loyal Customer
206,6,157.9,Lost Customer
14,34,541.46,Recent Customer
95,27,854.95,Top Customer Needed Attention
19,45,165.12,Loyal Customer
14,64,1107.38,Top Recent Customer
24,49,454.01,Loyal Customer
8,142,869.77,Top Recent Customer
7,177,4012.56,Champion
332,29,344.14,Lost Customer
50,271,1425.67,Top Loyal Customer
71,12,226.75000000000003,Customer Needed Attention
29,26,362.9,Loyal Customer
243,8,185.65,Lost Customer
8,408,3399.93,Champion
191,6,124.74,Lost Customer
5,52,440.2,Recent Customer
253,45,215.72,Lost Customer
1,451,10716.31,Champion
236,29,175.27,Lost Customer
7,36,1227.3,Top Recent Customer
109,208,1116.68,Top Customer Needed Attention
100,23,1240.2,Top Customer Needed Attention
60,253,2404.17,Champion
2,196,1468.02,Top Recent Customer
73,158,2192.7200000000003,Champion
4,214,3908.08,Champion
85,50,993.18,Top Customer Needed Attention
12,82,386.69,Recent Customer
23,265,2806.69,Champion
214,55,2044.3700000000001,Top Lost Customer
18,13,161.67000000000002,Loyal Customer
239,9,116.00999999999999,Lost Customer
2,556,5002.22,Champion
50,15,-1165.3,Loyal Customer
217,63,309.36,Lost Customer
33,56,191.99,Loyal Customer
41,234,1097.48,Top Loyal Customer
4,573,3924.77,Champion
53,142,1992.76,Champion
23,313,4494.77,Champion
57,98,386.32,Customer Needed Attention
130,14,329.6,Customer Needed Attention
174,3,571.1999999999999,Lost Customer
6,67,930.28,Top Recent Customer
312,74,214.37,Lost Customer
60,4,81.44,Customer Needed Attention
21,27,1336.1,Top Loyal Customer
33,33,527.0500000000001,Loyal Customer
15,50,843.48,Top Recent Customer
18,306,2020.4,Champion
81,5,75.75,Customer Needed Attention
6,124,1784.12,Champion
170,26,503.59999999999997,Lost Customer
2,39,528.33,Recent Customer
31,72,1242.34,Top Loyal Customer
36,296,2358.59,Champion
9,24,265.93,Recent Customer
31,35,547.0600000000001,Loyal Customer
276,7,108.5,Lost Customer
87,5,621.66,Customer Needed Attention
120,40,712.29,Top Customer Needed Attention
373,8,101.55,Lost Customer
1,169,2768.98,Champion
219,54,995.6600000000001,Top Lost Customer
65,7,133.06,Customer Needed Attention
61,92,1789.55,Top Customer Needed Attention
135,53,861.74,Top Customer Needed Attention
21,8,166.08,Loyal Customer
12,239,3886.67,Champion
25,270,4737.13,Champion
29,50,1175.88,Top Loyal Customer
277,22,117.55,Lost Customer
11,93,2571.7400000000002,Top Recent Customer
73,82,1674.69,Top Customer Needed Attention
11,23,485.88,Recent Customer
4,161,2954.75,Champion
141,38,178.75,Customer Needed Attention
26,90,1788.27,Top Loyal Customer
19,43,604.64,Loyal Customer
4,18,728.16,Top Recent Customer
66,117,2055.51,Champion
1,15,347.75,Recent Customer
43,68,3406.7200000000003,Top Loyal Customer
228,11,205.7,Lost Customer
16,61,1284.08,Top Recent Customer
44,115,3106.62,Champion
1,219,1588.07,Top Recent Customer
74,27,551.04,Customer Needed Attention
1,721,20098.1,Champion
4,78,1366.77,Top Recent Customer
2,320,16201.37,Champion
264,16,298.11,Lost Customer
53,30,1992.1100000000001,Top Customer Needed Attention
24,11,184.4,Loyal Customer
10,119,2459.33,Champion
44,15,239.41,Loyal Customer
17,127,3155.83,Champion
7,286,5739.46,Champion
30,254,4717.3,Champion
358,19,290.40000000000003,Lost Customer
127,47,733.4399999999999,Top Customer Needed Attention
136,18,187.02,Customer Needed Attention
142,15,283.12,Customer Needed Attention
132,35,765.34,Top Customer Needed Attention
38,126,2201.05,Champion
236,19,338.95,Lost Customer
261,8,154.95,Lost Customer
17,146,2508.89,Champion
253,24,417.95,Lost Customer
30,80,1719.72,Top Loyal Customer
35,55,798.74,Top Loyal Customer
169,31,885.19,Top Lost Customer
3,108,1781.12,Champion
4,395,10097.37,Champion
185,5,152.4,Lost Customer
188,34,263.33,Lost Customer
170,7,137.45,Lost Customer
11,23,385.1,Recent Customer
45,29,522.91,Loyal Customer
321,10,153.0,Lost Customer
201,1,326.4,Lost Customer
23,254,5505.79,Champion
232,6,139.35,Lost Customer
38,278,5367.8,Champion
26,50,1195.94,Top Loyal Customer
96,120,2380.64,Champion
127,10,3276.4000000000005,Top Customer Needed Attention
58,45,995.6500000000001,Top Customer Needed Attention
16,198,3371.13,Champion
9,67,1042.55,Top Recent Customer
4,169,2515.68,Champion
3,220,5288.83,Champion
79,83,878.2,Top Customer Needed Attention
373,18,303.97,Lost Customer
39,35,692.19,Top Loyal Customer
54,43,700.63,Top Customer Needed Attention
2,690,13110.02,Champion
9,26,337.49,Recent Customer
9,10,168.24,Recent Customer
19,99,1863.35,Top Loyal Customer
12,48,2786.05,Top Recent Customer
113,15,355.11,Customer Needed Attention
4,137,2291.08,Champion
235,8,98.8,Lost Customer
100,2,64.65,Customer Needed Attention
178,35,674.52,Top Lost Customer
5,184,1710.45,Champion
359,1,80.64,Lost Customer
1,90,1632.31,Top Recent Customer
1,741,5573.59,Champion
19,404,3408.2000000000003,Champion
17,90,819.96,Top Recent Customer
22,25,287.59,Loyal Customer
33,19,712.78,Top Loyal Customer
263,1,15.0,Lost Customer
51,71,772.55,Top Customer Needed Attention
159,56,367.63,Lost Customer
15,21,271.2,Recent Customer
8,98,2081.9,Top Recent Customer
13,307,3920.08,Champion
199,38,1143.27,Top Lost Customer
57,54,245.81,Customer Needed Attention
11,50,173.45,Recent Customer
97,154,1203.78,Top Customer Needed Attention
255,3,56.4,Lost Customer
25,190,647.56,Top Loyal Customer
21,83,633.92,Loyal Customer
159,12,188.02,Lost Customer
72,67,283.47,Customer Needed Attention
53,13,131.94,Customer Needed Attention
85,68,266.85,Customer Needed Attention
153,128,1817.54,Top Lost Customer
74,5,1117.9,Top Customer Needed Attention
281,14,225.9,Lost Customer
27,189,1964.3,Champion
30,10,106.1,Loyal Customer
25,52,300.34,Loyal Customer
180,45,342.83,Lost Customer
40,81,690.0,Top Loyal Customer
22,111,780.43,Top Loyal Customer
22,406,3009.32,Champion
37,103,1187.21,Top Loyal Customer
82,147,1251.84,Top Customer Needed Attention
74,10,512.31,Customer Needed Attention
11,43,546.04,Recent Customer
16,64,4627.62,Top Recent Customer
4,849,7601.8,Champion
13,133,699.81,Top Recent Customer
14,355,1641.79,Champion
37,17,36.56,Loyal Customer
4,33,387.68,Recent Customer
72,49,3661.0699999999997,Top Customer Needed Attention
191,5,-24.05,Lost Customer
51,13,298.4,Customer Needed Attention
5,215,1987.33,Champion
9,82,1599.97,Top Recent Customer
299,30,889.24,Top Lost Customer
2,23,398.7,Recent Customer
33,2,35.400000000000006,Loyal Customer
50,61,155.37,Loyal Customer
3,59,342.24,Recent Customer
47,24,110.21000000000001,Loyal Customer
42,165,1508.38,Top Loyal Customer
27,132,2267.4,Champion
42,52,318.15,Loyal Customer
2,7812,39869.05,Champion
303,37,205.48,Lost Customer
107,5,51.559999999999995,Customer Needed Attention
85,1,2033.1,Top Customer Needed Attention
81,51,901.1999999999999,Top Customer Needed Attention
218,26,605.8000000000001,Lost Customer
302,309,5303.4800000000005,Top Lost Customer
12,24,114.34,Recent Customer
185,15,311.26,Lost Customer
373,17,208.97,Lost Customer
2,17,1393.79,Top Recent Customer
3,56,26763.34,Top Recent Customer
6,197,5140.66,Champion
305,23,141.92000000000002,Lost Customer
369,52,226.45000000000002,Lost Customer
3,220,2056.28,Champion
324,11,330.9,Lost Customer
59,148,3160.0,Champion
13,90,554.85,Recent Customer
31,389,10158.54,Champion
143,10,325.7,Customer Needed Attention
30,70,583.52,Loyal Customer
107,40,428.18,Customer Needed Attention
2,271,1860.94,Champion
205,10,155.9,Lost Customer
80,45,1754.16,Top Customer Needed Attention
185,47,658.26,Top Lost Customer
170,12,237.61,Lost Customer
44,26,379.45,Loyal Customer
174,6,178.51999999999998,Lost Customer
365,26,458.92,Lost Customer
304,8,133.35000000000002,Lost Customer
3,142,664.34,Top Recent Customer
4,113,695.0699999999999,Top Recent Customer
12,53,156.34,Recent Customer
32,102,869.28,Top Loyal Customer
129,10,111.35,Customer Needed Attention
19,79,515.73,Loyal Customer
212,20,201.37,Lost Customer
323,91,586.89,Lost Customer
162,34,203.85999999999999,Lost Customer
56,28,244.1,Customer Needed Attention
225,15,107.21,Lost Customer
72,192,1118.96,Top Customer Needed Attention
44,15,95.45,Loyal Customer
23,2,256.32,Loyal Customer
173,109,516.3100000000001,Lost Customer
85,28,152.06,Customer Needed Attention
159,31,154.55,Lost Customer
165,11,15.0,Lost Customer
29,19,110.38,Loyal Customer
21,35,168.32,Loyal Customer
71,33,798.99,Top Customer Needed Attention
247,12,72.9,Lost Customer
374,54,232.03,Lost Customer
9,39,366.23,Recent Customer
310,39,294.65999999999997,Lost Customer
59,58,408.65,Customer Needed Attention
4,75,329.36,Recent Customer
45,92,335.03,Loyal Customer
88,23,1304.04,Top Customer Needed Attention
4,665,4119.5,Champion
64,142,820.23,Top Customer Needed Attention
282,1,207.50000000000003,Lost Customer
1,38,2894.33,Top Recent Customer
373,1,244.08,Lost Customer
133,21,397.29,Customer Needed Attention
45,23,212.54,Loyal Customer
11,6,834.5,Top Recent Customer
36,39,1740.48,Top Loyal Customer
134,65,408.36,Customer Needed Attention
29,90,1331.57,Top Loyal Customer
52,21,704.25,Top Customer Needed Attention
138,29,145.79,Customer Needed Attention
5,72,380.13,Recent Customer
9,43,4301.22,Top Recent Customer
160,12,99.14,Lost Customer
49,22,1897.18,Top Loyal Customer
131,2,304.56,Customer Needed Attention
8,2,77.50000000000001,Recent Customer
233,20,149.57999999999998,Lost Customer
37,9,176.68,Loyal Customer
147,1,358.56000000000006,Lost Customer
1,79,52750.84,Top Recent Customer
72,72,472.12,Customer Needed Attention
40,21,990.8400000000001,Top Loyal Customer
5,481,2276.78,Champion
199,19,557.3,Lost Customer
249,1,12.75,Lost Customer
66,31,111.68,Customer Needed Attention
117,7,508.4599999999999,Customer Needed Attention
171,26,73.78,Lost Customer
21,249,1296.44,Top Loyal Customer
142,34,102.41,Customer Needed Attention
32,98,463.21,Loyal Customer
38,325,2599.19,Champion
38,68,1098.43,Top Loyal Customer
372,42,112.27,Lost Customer
374,81,265.1,Lost Customer
166,14,228.2,Lost Customer
211,29,562.79,Lost Customer
242,30,135.19,Lost Customer
52,15,337.04,Customer Needed Attention
25,165,703.99,Top Loyal Customer
15,294,4388.06,Champion
372,57,321.79,Lost Customer
29,21,288.14,Loyal Customer
